question,label
"Which game franchise have sold more copies, Pokémon or Call of Duty?","{""answerText"": ""Call of Duty"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
In what year did an earthquake disrupt the World Series?,"{""answerText"": ""1989"", ""category"": ""sports"", ""complexityType"": ""generic""}"
Have there been over eighty presidents of the US?,"{""answerText"": ""No"", ""category"": ""politics"", ""complexityType"": ""yesno""}"
When did Shakespeare die?,"{""answerText"": ""23 April 1616"", ""category"": ""books"", ""complexityType"": ""generic""}"
"Who has more yards, Tom Brady or Drew Brees?","{""answerText"": ""Tom Brady"", ""category"": ""sports"", ""complexityType"": ""comparative""}"
How long is a US senator's term in office?,"{""answerText"": ""6 years"", ""category"": ""politics"", ""complexityType"": ""generic""}"
What is the fifth highest mountain in the USA?,"{""answerText"": ""Mount Rainier"", ""category"": ""geography"", ""complexityType"": ""ordinal""}"
Who is the oldest person to assume the office of U.S. president?,"{""answerText"": ""Joe Biden"", ""category"": ""politics"", ""complexityType"": ""superlative""}"
The youngest NBA coach to win an NBA championship?,"{""answerText"": ""Buddy Jeannette"", ""category"": ""sports"", ""complexityType"": ""superlative""}"
What was the shortest war in history?,"{""answerText"": ""Anglo-Zanzibar War of 1896"", ""category"": ""history"", ""complexityType"": ""superlative""}"
"What is the population of Medford MA, USA?","{""answerText"": ""57765"", ""category"": ""geography"", ""complexityType"": ""generic""}"
"Which US state has the most congressional districts, Texas or California?","{""answerText"": ""California"", ""category"": ""politics"", ""complexityType"": ""comparative""}"
Where did the Great Emu War take place?,"{""answerText"": ""Australia"", ""category"": ""history"", ""complexityType"": ""generic""}"
How many Olympic medals does Roger Federer have that aren't silver?,"{""answerText"": ""1"", ""category"": ""sports"", ""complexityType"": ""difference""}"
How many games are in the Valkyria Chronicles series?,"{""answerText"": ""6"", ""category"": ""videogames"", ""complexityType"": ""count""}"
Did the French Revolution start in 1789?,"{""answerText"": ""Yes"", ""category"": ""history"", ""complexityType"": ""yesno""}"
"When writing Calico Joe, what sport did its author recall playing when younger?","{""answerText"": ""Baseball"", ""category"": ""books"", ""complexityType"": ""multihop""}"
What is the deepest lake in the USA?,"{""answerText"": ""Crater Lake"", ""category"": ""geography"", ""complexityType"": ""superlative""}"
Which Scandinavian country did not enter WW II?,"{""answerText"": ""Sweden"", ""category"": ""history"", ""complexityType"": ""difference""}"
Did Halo 2 come out before 2002?,"{""answerText"": ""No"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
In NBA basketball how long is an overtime period?,"{""answerText"": ""5 minutes"", ""category"": ""sports"", ""complexityType"": ""generic""}"
Was Washington D.C. the first capital of the United States?,"{""answerText"": ""No"", ""category"": ""history"", ""complexityType"": ""yesno""}"
Was the original Final Fantasy game on the NES?,"{""answerText"": ""Yes"", ""category"": ""videogames"", ""complexityType"": ""yesno""}"
"EA or Activision, who owns more game studios?","{""answerText"": ""EA"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
"Who is older, Jodie Foster or Julia Roberts?","{""answerText"": ""Jodie Foster"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
Was Nancy Drew from Bayport?,"{""answerText"": ""No"", ""category"": ""books"", ""complexityType"": ""yesno""}"
How many first ladies have died in the White House?,"{""answerText"": ""3"", ""category"": ""politics"", ""complexityType"": ""count""}"
What is Né Yo's best-selling hit?,"{""answerText"": ""Give me Everything"", ""category"": ""music"", ""complexityType"": ""generic""}"
Which president declared neutrality in WW I?,"{""answerText"": ""Woodrow Wilson"", ""category"": ""history"", ""complexityType"": ""generic""}"
How many different NBA teams has Kevin Garnett played for?,"{""answerText"": ""3"", ""category"": ""sports"", ""complexityType"": ""count""}"
Is Shawn Michaels older than Triple H?,"{""answerText"": ""Yes"", ""category"": ""sports"", ""complexityType"": ""comparative""}"
Does Roger Federer have the most wins in men's singles for tennis?,"{""answerText"": ""No"", ""category"": ""sports"", ""complexityType"": ""yesno""}"
"Which African country is richer, Kenya or Morocco?","{""answerText"": ""Kenya"", ""category"": ""geography"", ""complexityType"": ""comparative""}"
How old was Michael Jackson when he died?,"{""answerText"": ""50"", ""category"": ""music"", ""complexityType"": ""multihop""}"
Did Michael Clarke Duncan win an Oscar for The Green Mile?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
Who designed the Taj Mahal?,"{""answerText"": ""Ustad Ahmad"", ""category"": ""geography"", ""complexityType"": ""generic""}"
Was Sean Connery the first actor to play James Bond?,"{""answerText"": ""Yes"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
Where is the birthplace of the American Idol's first season winner?,"{""answerText"": ""Fort Worth, Texas"", ""category"": ""music"", ""complexityType"": ""multihop""}"
Are there 9 different ports of The Elder Scrolls V: Skyrim?,"{""answerText"": ""Yes"", ""category"": ""videogames"", ""complexityType"": ""yesno""}"
What was the first book in Stephen King's Dark Tower series?,"{""answerText"": ""The Gunslinger"", ""category"": ""books"", ""complexityType"": ""ordinal""}"
Did Hilary Clinton become first female president?,"{""answerText"": ""No"", ""category"": ""politics"", ""complexityType"": ""yesno""}"
Which country has produced the most heavy metal bands?,"{""answerText"": ""Finland"", ""category"": ""music"", ""complexityType"": ""generic""}"
Is Michael Jordan the all-time leading scorer in the NBA for a career?,"{""answerText"": ""No"", ""category"": ""sports"", ""complexityType"": ""yesno""}"
What is the world's smallest city by geographical area?,"{""answerText"": ""Vatican City"", ""category"": ""geography"", ""complexityType"": ""generic""}"
How old was the first emperor of Germany when he died?,"{""answerText"": ""90"", ""category"": ""history"", ""complexityType"": ""multihop""}"
"Who had more wins in their career of boxing, Mike Tyson or Evander Holyfield?","{""answerText"": ""Mike Tyson"", ""category"": ""sports"", ""complexityType"": ""comparative""}"
How many teams have never been to the Super Bowl?,"{""answerText"": ""4"", ""category"": ""sports"", ""complexityType"": ""generic""}"
Which artist has sold the most units?,"{""answerText"": ""The Beatles"", ""category"": ""music"", ""complexityType"": ""superlative""}"
Which album by Olivia Rodrigo was released in 2021?,"{""answerText"": ""Sour"", ""category"": ""music"", ""complexityType"": ""intersection""}"
Was Augustus the first emperor of Rome?,"{""answerText"": ""Yes"", ""category"": ""history"", ""complexityType"": ""yesno""}"
How old is Stephen King?,"{""answerText"": ""74 years old"", ""category"": ""books"", ""complexityType"": ""generic""}"
How many NFL teams did Johnny Unitas play for?,"{""answerText"": ""2"", ""category"": ""sports"", ""complexityType"": ""count""}"
How many times did Spud Webb win the Slam Dunk Contest?,"{""answerText"": ""1"", ""category"": ""sports"", ""complexityType"": ""count""}"
What year did the second Ender Game book come out?,"{""answerText"": ""1986"", ""category"": ""books"", ""complexityType"": ""ordinal""}"
Who is the main character of the Uncharted series?,"{""answerText"": ""Nathan Drake"", ""category"": ""videogames"", ""complexityType"": ""generic""}"
Was the United States the first country to join the Allied Powers?,"{""answerText"": ""No"", ""category"": ""history"", ""complexityType"": ""yesno""}"
"Which books were nominated for the 1981 Newbery Medal, but did not win?","{""answerText"": ""The Fledgling, A Ring of Endless Light"", ""category"": ""books"", ""complexityType"": ""difference""}"
Who is the governor of New York?,"{""answerText"": ""Kathy Hochul"", ""category"": ""politics"", ""complexityType"": ""generic""}"
How many books are in His Dark Materials?,"{""answerText"": ""3"", ""category"": ""books"", ""complexityType"": ""count""}"
Which X-Men movies did Patrick Stewart not appear in?,"{""answerText"": ""X-Men: First Class, X-Men: Apocalypse"", ""category"": ""movies"", ""complexityType"": ""difference""}"
Does Drew Brees have more career wins than Eli Manning?,"{""answerText"": ""Yes"", ""category"": ""sports"", ""complexityType"": ""comparative""}"
How many World Series titles have the Philadelphia Phillies won?,"{""answerText"": ""2"", ""category"": ""sports"", ""complexityType"": ""count""}"
Which countries do not participate in the Olympics?,"{""answerText"": ""Greenland, Vatican City and Kuwait."", ""category"": ""geography"", ""complexityType"": ""difference""}"
How many votes did Obama not win in the 2008 Presidential Election?,"{""answerText"": ""59,948,323 votes"", ""category"": ""politics"", ""complexityType"": ""difference""}"
What is the last Quentin Tarantino movie?,"{""answerText"": ""Once Upon a Time in Hollywood"", ""category"": ""movies"", ""complexityType"": ""ordinal""}"
Which U.S. States (Oct 2021) are not adjacent to any other U.S. states?,"{""answerText"": ""Hawaii, Alaska"", ""category"": ""geography"", ""complexityType"": ""difference""}"
Was Saw released the year before Donnie Brasco came out?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""comparative""}"
How many capital cities does South Africa have?,"{""answerText"": ""3"", ""category"": ""geography"", ""complexityType"": ""count""}"
Who has the most passing yards in a Super Bowl?,"{""answerText"": ""Tom Brady"", ""category"": ""sports"", ""complexityType"": ""generic""}"
"Which series has more games, Shenmue or Grand Theft Auto?","{""answerText"": ""Grand Theft Auto"", ""category"": ""videogames"", ""complexityType"": ""comparative""}"
"Who is older, Jay-Z or Eminem?","{""answerText"": ""Jay Z"", ""category"": ""music"", ""complexityType"": ""comparative""}"
What state is home to Yosemite National Park and is the 31st state?,"{""answerText"": ""California"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
"Is the movie ""West Side Story"" the only musical that has won ten Oscars?","{""answerText"": ""Yes"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
In what year did Kim Jong-un became the head of the government in North Korea?,"{""answerText"": ""2011"", ""category"": ""politics"", ""complexityType"": ""generic""}"
What president served the shortest amount of time in office in US history?,"{""answerText"": ""William Henry Harrison"", ""category"": ""politics"", ""complexityType"": ""superlative""}"
What is tattooed on Ozzy Osbourne's knees?,"{""answerText"": ""Smiley Faces"", ""category"": ""movies"", ""complexityType"": ""generic""}"
Were the Harry Potter movies filmed in the US?,"{""answerText"": ""No"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
What is the largest city in South Korea by population?,"{""answerText"": ""Seoul"", ""category"": ""geography"", ""complexityType"": ""superlative""}"
Which member of *NSYNC came out as gay?,"{""answerText"": ""Lance Bass"", ""category"": ""music"", ""complexityType"": ""intersection""}"
How many Billboard Awards did NSYNC win in 2002?,"{""answerText"": ""5"", ""category"": ""music"", ""complexityType"": ""count""}"
Who is the manager of Premier League club Leicester City and is a Northern Irish professional football manager?,"{""answerText"": ""Brendan Rodgers"", ""category"": ""sports"", ""complexityType"": ""intersection""}"
